	ArticleTitle	Question	Answer	DifficultyFromQuestioner	DifficultyFromAnswerer	ArticleFile
3431	Melbourne	How many domestic tourists visit Melbourne?	7.6 million.	hard	hard	data/set3/a2
3432	Melbourne	What religion holds majority in Melbourne?	Christian	hard	hard	data/set3/a2
3433	Melbourne	What religion holds majority in Melbourne?	Christianity.	hard	too hard	data/set3/a2
3434	Michael_Faraday	Did Albert Einstein keep a photograph of Faraday on his study wall?	Yes, Albert Einstein kept a photograph of Faraday on his study wall.	easy	easy	data/set4/a7
3435	Michael_Faraday	Did Albert Einstein keep a photograph of Faraday on his study wall?	yes	easy	easy	data/set4/a7
3436	Michael_Faraday	Did Faraday marry Sarah Barnard?	Yes, Faraday married Sarah Barnard.	easy	easy	data/set4/a7
3437	Michael_Faraday	Did Faraday marry Sarah Barnard?	yes	easy	easy	data/set4/a7
3438	Michael_Faraday	Did Faraday also discover the laws of electrolysis?	Yes, Faraday also discovered the laws of  electrolysis.	easy	easy	data/set4/a7
3439	Michael_Faraday	Did Faraday also discover the laws of electrolysis?	yes	easy	easy	data/set4/a7
3440	Michael_Faraday	Who discovered benzene?	Michael Faraday discovered benzene.	medium	medium	data/set4/a7
3441	Michael_Faraday	Who discovered benzene?	Michael Faraday	medium	medium	data/set4/a7
3442	Michael_Faraday	Where was Michael Faraday born?	Michael Faraday was born in Newington Butts.	medium	medium	data/set4/a7
3443	Michael_Faraday	Where was Michael Faraday born?	Newington Butts	medium	medium	data/set4/a7
3444	Michael_Faraday	What is the Faraday effect?	The Faraday effect is the phenomenon that the plane of polarisation of linearly polarised light can be rotated by the application of an external magnetic field aligned in the direction the light is moving.	medium	too hard	data/set4/a7
3445	Michael_Faraday	What is the Faraday effect?	The plane of polarisation of linearly polarised light can be rotated by the application of an exernal magnetic field aligned in the direction the light is moving.	medium	hard	data/set4/a7
3446	Michael_Faraday	Did Faraday discover diamagnetism?	Yes, Faraday discovered diamagnetism.	hard	hard	data/set4/a7
3447	Michael_Faraday	Did Faraday discover diamagnetism?	yes	hard	easy	data/set4/a7
3448	Michael_Faraday	How many siblings did Faraday have?	Faraday had three siblings.	hard	hard	data/set4/a7
3449	Michael_Faraday	How many siblings did Faraday have?	two	hard	hard	data/set4/a7
3450	Michael_Faraday	Where is Michael Faraday buried?	Michael Faraday is buried in the dissenters' section of Highgate Cemetery.	hard	hard	data/set4/a7
3451	Michael_Faraday	Where is Michael Faraday buried?	in the dissenters' section of Highgate Cemetery	hard	hard	data/set4/a7
3452	Michael_Faraday	Is faraday best known for his work with kinematics?	No	easy	easy	data/set4/a7
3454	Michael_Faraday	was he active in the area now called environmental science?	Yes	easy	easy	data/set4/a7
3456	Michael_Faraday	did he discover benzene?	Yes	easy	easy	data/set4/a7
3458	Michael_Faraday	who was his mentor?	John 'Mad Jack' Fuller	medium	medium	data/set4/a7
3461	Michael_Faraday	Who was Faraday's wife?	Sarah Barnard	medium	hard	data/set4/a7
3463	Michael_Faraday	did he advise the british government on the production of chemical weapons for use in the crimean war?	No	hard	hard	data/set4/a7
3465	Michael_Faraday	did faraday have strong maritime interests?	Yes	hard	easy	data/set4/a7
3467	Michael_Faraday	does the charge reside on the interior of a charged conductor?	No	hard	easy	data/set4/a7
3469	Michelangelo	Wasn't Michelangelo abstemious?	Michelangelo was abstemious.		medium	data/set6/a2
3470	Michelangelo	Wasn't Michelangelo a homosexual?	It is not clear.		too hard	data/set6/a2
3471	Michelangelo	When did Filippo Strozzi sell it to Francis I?	In 1529.		medium	data/set6/a2
3472	Michelangelo	When was his house demolished?	1874		hard	data/set6/a2
3473	Michelangelo	Was Michelangelos mother Francesca di Neri del Miniato di Siena?	yes		easy	data/set6/a2
3474	Michelangelo	Give an example of the most renowned works of the Renaissance. 	The Statue of David, completed by Michelangelo in 1504		medium	data/set6/a2
3475	Michelangelo	Was Michelangelo's output in every field during his long life prodigious?	yes		easy	data/set6/a2
3494	Montreal	Is English the language most often spoken in Montreal?	The language most spoken at home in the city is French.	easy	easy	data/set3/a7
3495	Montreal	Is English the language most often spoken in Montreal?	No, the language most spoken in Montreal is French.	easy	hard	data/set3/a7
3496	Montreal	Is Montreal's economy the third largest of all cities in Canada?	No, Montreal's economy is the second largest of all cities in Canada.	easy	medium	data/set3/a7
3497	Montreal	Is Montreal's economy the third largest of all cities in Canada?	No, Montreal's economy is the second largest of all cities in Canada.	easy	medium	data/set3/a7
3498	Montreal	Is the most popular sport in Montreal ice hockey?	yes, The most popular sport in Montreal is ice hockey.	easy	easy	data/set3/a7
3499	Montreal	Is the most popular sport in Montreal ice hockey?	Yes, the most popular sport in Montreal is ice hockey.	easy	medium	data/set3/a7
3500	Montreal	How many international airports does Montreal have?	Montreal has two international airports.	medium	easy	data/set3/a7
3501	Montreal	How many international airports does Montreal have?	Montreal has two international airports.	medium	easy	data/set3/a7
3502	Montreal	Who is the Mayor of Montreal?	The mayor is GÃ©rald Tremblay.	medium	easy	data/set3/a7
3503	Montreal	Who is the Mayor of Montreal?	The mayor is GÃ©rald Tremblay.	medium	medium	data/set3/a7
3504	Montreal	What is the name of the largest church in Montreal?	The largest church in Montreal is named Saint Joseph's Oratory.	medium	hard	data/set3/a7
3505	Montreal	What is the name of the largest church in Montreal?	Saint Joseph's Oratory is the largest church in Montreal.	medium	hard	data/set3/a7
3506	Montreal	Where was much of Montreal's industry during the late 19th and early-to-mid 20th century?	The Sud-Ouest borough was home to much of the city's industry during the late 19th and early-to-mid 20th century. 	hard	easy	data/set3/a7
3507	Montreal	Where was much of Montreal's industry during the late 19th and early-to-mid 20th century?	The Sud-Ouest borough was home to much of the city's industry during the late 19th and early-to-mid 20th century.	hard	hard	data/set3/a7
3508	Montreal	Does Montreal contain the largest church in Canada?	Yes	hard	hard	data/set3/a7
3509	Montreal	Does Montreal contain the largest church in Canada?	Yes, Montreal contains the largest church in Canada.	hard	medium	data/set3/a7
3510	Montreal	What is the largest primarily French-speaking city in the western world?	Paris is the largest primarily French-speaking city in the western world.	hard	hard	data/set3/a7
3511	Montreal	What is the largest primarily French-speaking city in the western world?	The largest primarily French-speaking city in the western world is Paris.	hard	hard	data/set3/a7
3512	Nairobi	Is Nairobi the capital of Kenya?	Yes	easy	easy	data/set3/a9
3514	Nairobi	Was Nairobi founded in 1899?	Yes	easy	easy	data/set3/a9
3516	Nairobi	Is the current estimated population of Nairobi about 6 milion?	No	easy	easy	data/set3/a9
3518	Nairobi	What is the current estimated population of Nairobi?	About 3 million	medium	medium	data/set3/a9
3520	Nairobi	In what year was Nairobi founded?	1899	medium	medium	data/set3/a9
3522	Nairobi	Which embassy in Nairobi was bombed in August 1998?	The United States Embassy	medium	medium	data/set3/a9
3524	Nairobi	How many civilians died in the 1998 U.S. embassy bombing?	Over two hundred	hard	hard	data/set3/a9
3526	Nairobi	How many trades can the NSE make per day?	10 million trades	hard	medium	data/set3/a9
3528	Nairobi	About how many people are estimated to live in Nairobi?	3 million	hard	hard	data/set3/a9
3530	Nairobi	The district is bordered to the southwest by Uhuru Park and where?	Central Park		medium	data/set3/a9
3531	Nairobi	When did the Catholic University of Eastern Africa which obtain its Letter of Interim Authority?	In 1989.		medium	data/set3/a9
3532	Nairobi	Is Central Park adjacent to Uhuru Park?	Central Park is adjacent to Uhuru Park.		easy	data/set3/a9
3533	Nairobi	Give an example of the highest growth rates of any city in Africa. 	 The growth rate of Nairobi is currently 6.9%,  an example of the highest growth rates of any city in Africa.		hard	data/set3/a9
3534	Nairobi	Give an example of the most prominent cities in Africa politically and financially. 	Nairobi is now one of the most prominent cities in Africa politically and financially		medium	data/set3/a9
3535	Nairobi	Is Nairobi not the capital as well as largest city of Kenya?	Nairobi is the capital and largest city of Kenya.		medium	data/set3/a9
3536	Nairobi	Does the city and its surrounding area also form the Nairobi Province?	yes		easy	data/set3/a9
3537	Nairobi	Does the name ``Nairobi'' come from the Maasai phrase Enkare Nyirobi, which translates to ``the place of cool waters''?	Yes.		easy	data/set3/a9
3538	Nikola_Tesla	Did Nikola Tesla die alone?	Nikola Tesla died alone.	easy	easy	data/set4/a3
3539	Nikola_Tesla	Did Nikola Tesla die alone?	Yes	easy	easy	data/set4/a3
3540	Nikola_Tesla	Was Nikola Tesla close friends with Mark Twain?	Nikola Tesla was close friends with Mark Twain.	easy	medium	data/set4/a3
3541	Nikola_Tesla	Was Nikola Tesla close friends with Mark Twain?	Yes	easy	easy	data/set4/a3
3542	Nikola_Tesla	Did Nikola Tesla use a technique called picture thinking?	Nikola Tesla used a technique called picture thinking.	easy	easy	data/set4/a3
3543	Nikola_Tesla	Did Nikola Tesla use a technique called picture thinking?	Yes	easy	hard	data/set4/a3
3544	Nikola_Tesla	When did Nikola Tesla appear on the cover of Time Magazine?	On Tesla's 75th birthday in 1931, Time magazine put him on its cover.	medium	hard	data/set4/a3
3545	Nikola_Tesla	When did Nikola Tesla appear on the cover of Time Magazine?	1931	medium	medium	data/set4/a3
3546	Nikola_Tesla	Who became adversaries with Nikola Tesla?	Nikola Tesla became adversaries with Edison.	medium	easy	data/set4/a3
3547	Nikola_Tesla	Who became adversaries with Nikola Tesla?	Edison	medium	medium	data/set4/a3
3548	Nikola_Tesla	Where did Nikola Tesla move to in 1880?	In 1880, Nikola Tesla moved to Budapest.	medium	easy	data/set4/a3
3549	Nikola_Tesla	Where did Nikola Tesla move to in 1880?	Budapest	medium	medium	data/set4/a3
3550	Nikola_Tesla	Was Nikola Tesla's mother illiterate?	Nikola Tesla's mother never learned to read.	hard	hard	data/set4/a3
3551	Nikola_Tesla	Was Nikola Tesla's mother illiterate?	Yes	hard	hard	data/set4/a3
3552	Nikola_Tesla	How many siblings did Nikola Tesla have?	Nikola Tesla had four siblings.	hard	hard	data/set4/a3
3553	Nikola_Tesla	How many siblings did Nikola Tesla have?	4	hard	hard	data/set4/a3
3554	Nikola_Tesla	Was Nikola Tesla a vegetarian?	 In his later years Tesla became a vegetarian.	hard	easy	data/set4/a3
3555	Nikola_Tesla	Was Nikola Tesla a vegetarian?	Yes	hard	easy	data/set4/a3
3556	Nikola_Tesla	Is there a monument to Tesla at Niagara Falls, New York?	Yes	easy	easy	data/set4/a3
3558	Nikola_Tesla	Was Tesla an American citizen?	Yes	easy	easy	data/set4/a3
3560	Nikola_Tesla	Was Tesla on the cover of Time magazine?	Yes	easy	hard	data/set4/a3
3562	Nikola_Tesla	Where did Tesla study electrical engineering?	The Austrian Polytechnic in Graz	medium	medium	data/set4/a3
3564	Nikola_Tesla	When did Tesla receive his last patent?	1928	medium	medium	data/set4/a3
3566	Nikola_Tesla	What languages did Tesla speak?	Serbian, Czech, English, French, German, Hungarian, Italian, and Latin	medium	medium	data/set4/a3
3568	Nikola_Tesla	Did Tesla win the Nobel Prize?	No	hard	hard	data/set4/a3
3570	Nikola_Tesla	Was Tesla rich at the time of his death?	No	hard	hard	data/set4/a3
3572	Nikola_Tesla	What music group was named after Tesla?	Tesla	hard	hard	data/set4/a3
3574	Norman_Rockwell	"Consequently, what is not considered a ""serious painter"" by some contemporary artists, who often regard his work as bourgeois and kitsch?"	Rockwell 		medium	data/set6/a4
3575	Norman_Rockwell	Who spent the next 10 years painting for Look magazine?	Norman Rockwell.		hard	data/set6/a4
3576	Norman_Rockwell	When was his last painting for the Post published?	1963		hard	data/set6/a4
3577	Norman_Rockwell	When did Rockwell marry his first wife, Irene O'Connor,?	In 1916.		medium	data/set6/a4
3578	Norman_Rockwell	Did Norman Rockwell spend the winter months as artist-in-residence at Otis College of Art as well as Design?	Yes		easy	data/set6/a4
3579	Norman_Rockwell	Did Norman Rockwell publish a total of 321 original covers for The Saturday Evening Post over 47 years?	Yes.		easy	data/set6/a4
3580	Norman_Rockwell	Was Rockwell also commissioned to illustrate over 40 books including Tom Sawyer as well as Huckleberry Finn?	Rockwell was also commissioned to illustrate over 40 books including Tom Sawyer and Huckleberry Finn. 		easy	data/set6/a4
3581	Norman_Rockwell	Do his works enjoy a broad popular appeal in the United States, where Rockwell is most famous for the cover illustrations of everyday life scenarios he created for The Saturday Evening Post magazine over more than four decades?	yes		easy	data/set6/a4
3582	Norman_Rockwell	Are among the best-known of Rockwell's works the Willie Gillis series, Rosie the Riveter (although his Rosie was reproduced less than others of the day), Saying Grace (1951), and the Four Freedoms series?	Yes.		easy	data/set6/a4
3583	Norman_Rockwell	Is he also noted for his work for the Boy Scouts of America (BSA)?	yes		easy	data/set6/a4
3584	Octopus	Is the octopus a cephalopod?	Yes, the octopus is a cephalopod.	easy	easy	data/set1/a10
3585	Octopus	Is the octopus a cephalopod?	Yes, the octopus is a cephalopod.	easy	easy	data/set1/a10
3586	Octopus	Does the octopus have two eyes?	Yes, the octopus has two eyes.	easy	easy	data/set1/a10
3587	Octopus	Does the octopus have two eyes?	Yes, the octopus has two eyes.	easy	easy	data/set1/a10
3588	Octopus	Does the octopus have a hard beak?	Yes, the octopus has a hard beak.	easy	easy	data/set1/a10
3589	Octopus	Does the octopus have a hard beak?	Yes, the octopus has a hard beak.	easy	easy	data/set1/a10
3590	Octopus	Where is the mouth of an octopus?	The mouth of an octopus is at the center point of the arms.	medium	medium	data/set1/a10
3591	Octopus	Where is the mouth of an octopus?	The octopus' mouth is at the center point of the arms.	medium	easy	data/set1/a10
3592	Octopus	Around how many recognized octopus species are there?	There are around 300 recognized octopus species.	medium	medium	data/set1/a10
3593	Octopus	Around how many recognized octopus species are there?	There are around 300 recognized octopus species.	medium	medium	data/set1/a10
3594	Octopus	How many arms does an octopus have?	An octopus has four pairs of arms.	medium	medium	data/set1/a10
3595	Octopus	How many arms does an octopus have?	The octopus has four pairs of arms.	medium	easy	data/set1/a10
3596	Octopus	What is the range of lifespans of the octopus?	Octopuses can live from six months to five years.	hard	hard	data/set1/a10
3597	Octopus	What is the range of lifespans of the octopus?	The octopus has a short lifespan.	hard	easy	data/set1/a10
3598	Octopus	What is an example of something an octopus learned in a research experiment?	In research experiments, octopus can be trained to distinguish between different shapes and patterns.	hard	hard	data/set1/a10
3599	Octopus	What is an example of something an octopus learned in a research experiment?	An octopus learned to solve mazes.	hard	hard	data/set1/a10
3600	Octopus	How can an octopus defend against predators?	To defend against predators, an octopus can hide, flee quickly, expel ink, or use color-changing camouflage.	hard	medium	data/set1/a10
3601	Octopus	How can an octopus defend against predators?	They can hide, flee, expel ink, or use camouflage.	hard	easy	data/set1/a10
3602	Octopus	Are Octopus highly intelligent?	yes		medium	data/set1/a10
3603	Octopus	Do males use a specialized arm called a hectocotylus to insert spermatophores?	Yes		easy	data/set1/a10
3604	Octopus	Do the octopuses in the less familiar Cirrina suborder have two fins and an internal shell?	Yes, the octopuses in the less familiar Cirrina suborder have two fins and an internal shell.		easy	data/set1/a10
3605	Octopus	Do octopuses have two eyes and four pairs of arms?	Yes, octopuses have two eyes and four pairs of arms.		easy	data/set1/a10
3606	Octopus	Is octopus a common food in Mediterranean cuisine as well as Portuguese cuisine?	Yes		easy	data/set1/a10
3607	Octopus	Is the collective form octopus usually reserved for animals consumed for food?	Yes		easy	data/set1/a10
3608	Octopus	Has an octopus a hard beak, with its mouth at the center point of the arms?	Yes		easy	data/set1/a10
3609	Pablo_Picasso	What happened in 1968 through 1971?	Devoting his full energies to his work, Picasso became more daring, his works more colorful and expressive, and from 1968 through 1971		medium	data/set6/a1
3610	Pablo_Picasso	What happened in 1838?	Don José Ruiz y Blasco was born		hard	data/set6/a1
3611	Pablo_Picasso	Who was not long in finding another lover, Jacqueline Roque?	Picasso.		medium	data/set6/a1
3612	Pablo_Picasso	When did Picasso make his first trip to Paris?	1900		medium	data/set6/a1
3613	Pablo_Picasso	Give an example of the most comprehensive records extant of any major artists beginnings. 	Museu Picasso		medium	data/set6/a1
3614	Pablo_Picasso	Is in the 1996 movie Surviving Picasso Picasso played by actor Anthony Hopkins?	Yes.		easy	data/set6/a1
3615	Pablo_Picasso	Is the U.S. copyright representative for the Picasso Administration the Artists Rights Society?	yes		medium	data/set6/a1
3616	Pablo_Picasso	Is he one of the most recognized figures in 20th-century art?	yes		easy	data/set6/a1
3617	Pablo_Picasso	Is he best known for co-founding the Cubist movement and for the wide variety of styles embodied in his work?	Yes.		easy	data/set6/a1
3618	Pablo_Picasso	Are among his most famous works the proto-Cubist Les Demoiselles d'Avignon (1907) and Guernica (1937), his portrayal of the German bombing of Guernica during the Spanish Civil War?	Yes.		easy	data/set6/a1
3619	Piano	Are pianos used in Western music?	Yes.	easy	easy	data/set2/a1
3620	Piano	Are pianos used in Western music?	Yes	easy	easy	data/set2/a1
3621	Piano	"Are ""upright pianos"" called ""vertical pianos""?"	Yes.	easy	medium	data/set2/a1
3622	Piano	"Are ""upright pianos"" called ""vertical pianos""?"	Yes	easy	easy	data/set2/a1
3623	Piano	Did Bartolomeo Cristofori invent the modern piano?	Yes.	easy	medium	data/set2/a1
3624	Piano	Did Bartolomeo Cristofori invent the modern piano?	Yes	easy	easy	data/set2/a1
3625	Piano	What is the middle pedal called on grand pianos?	the sostenuto pedal.	medium	medium	data/set2/a1
3626	Piano	What is the middle pedal called on grand pianos?	sostenuto pedal	medium	medium	data/set2/a1
3627	Piano	How many black keys do modern pianos have?	36.	medium	hard	data/set2/a1
3628	Piano	How many black keys do modern pianos have?	36	medium	medium	data/set2/a1
3629	Piano	What is the sustain pedal called?	The pedal	medium	medium	data/set2/a1
3630	Piano	What is the sustain pedal called?	damper pedal	medium	medium	data/set2/a1
3631	Piano	Where is Irving Berlin's piano located?	In the Smithsonian Museum.	hard	hard	data/set2/a1
3632	Piano	Where is Irving Berlin's piano located?	in the Smithsonian Museum	hard	medium	data/set2/a1
3633	Piano	What kind of piano did Irving Berlin play?	The transposing piano.	hard	medium	data/set2/a1
3634	Piano	What kind of piano did Irving Berlin play?	transposing piano	hard	medium	data/set2/a1
3635	Piano	Is the left-most pedal on a grand piano called the una corda?	yes	easy	easy	data/set2/a1
3636	Piano	Is the left-most pedal on a grand piano called the una corda?	Yes, the left-most pedal on a grand piano is called the una corda.	easy	hard	data/set2/a1
3637	Piano	Is it advantageous for a grand piano's metal plate to be quite massive?	yes	easy	easy	data/set2/a1
3638	Piano	Is it advantageous for a grand piano's metal plate to be quite massive?	It is advantageous for the plate to be quite massive.	easy	easy	data/set2/a1
3639	Piano	Is the mechanism in an upright piano perpendicular to its keys?	yes	easy	easy	data/set2/a1
3640	Piano	Is the mechanism in an upright piano perpendicular to its keys?	The mechanism in upright pianos is perpendicular to the keys.	easy	easy	data/set2/a1
3641	Piano	About how tall is a typical studio piano?	Studio pianos are around 42 to 45 inches tall.	medium	easy	data/set2/a1
3642	Piano	About how tall is a typical studio piano?	Studio pianos are around 42 to 45 inches tall.	medium	easy	data/set2/a1
3643	Piano	What are a piano's keys generally made of?	Piano keys are generally made of spruce or basswood.	medium	easy	data/set2/a1
3644	Piano	What are a piano's keys generally made of?	Piano keys are generally made of spruce or basswood.	medium	easy	data/set2/a1
3645	Piano	How many total keys does a typical modern piano have?	88 keys.	medium	medium	data/set2/a1
3646	Piano	How many total keys does a typical modern piano have?	A modern piano has 88 keys.	medium	medium	data/set2/a1
3647	Piano	Why are upright pianos more compact?	Upright pianos are more compact because the frame and strings are vertical.	hard	easy	data/set2/a1
3648	Piano	Why are upright pianos more compact?	Upright pianos are more compact because the frame and strings are vertical.	hard	easy	data/set2/a1
3649	Piano	Do older pianos have more keys than modern pianos?	no.	hard	hard	data/set2/a1
3650	Piano	Do older pianos have more keys than modern pianos?	Many older pianos only have 85 keys.	hard	hard	data/set2/a1
3651	Piano	What are the names of a piano's pedals?	Piano pedals from left to right: una corda, sostenuto, and damper.	hard	medium	data/set2/a1
3652	Piano	What are the names of a piano's pedals?	The names of a piano's pedals are una corda, sostenuto, and damper.	hard	hard	data/set2/a1
3653	Pierre-Auguste_Renoir	What happened in the January 15, 1882?	On January 15, 1882 Renoir met the composer Richard Wagner at his home in Palermo, Sicily.		easy	data/set6/a5
3654	Pierre-Auguste_Renoir	What happened in 1887?	"In 1887, a year when Queen Victoria celebrated her Golden Jubilee, and upon the request of the queen's associate, Phillip Richbourg, he donated several paintings to the ""French Impressionist Paintings"" catalog as a token of his loyalty."		too hard	data/set6/a5
3655	Pierre-Auguste_Renoir	Is one of the best known Impressionist works Renoirs 1876 Dance at Le Moulin de la Galette?	Yes.		easy	data/set6/a5
3656	Pierre-Auguste_Renoir	Was Pierre-Auguste Renoir born in Limoges Haute-Vienne France the child of a working class family?	yes		easy	data/set6/a5
3657	Pierre-Auguste_Renoir	Have two of Renoirs paintings sold for more than US0 million?	Yes (any painting sells for more than $0 million though...)		easy	data/set6/a5
3658	Pierre-Auguste_Renoir	As a celebrator of beauty, and especially feminine sensuality, has it been said that ``Renoir is the final representative of a tradition which runs directly from Rubens to Watteau''?	Yes.		easy	data/set6/a5
3659	Pierre-Auguste_Renoir	Did Pierre-Auguste Renoir die in Limoges, Haute-Vienne, France, the child of a working class family?	no		medium	data/set6/a5
3660	Pierre-Auguste_Renoir	As a boy, did he work in a porcelain factory where his drawing talents led to him being chosen to paint designs on fine china?	yes		easy	data/set6/a5
3661	Portuguese_language	Is Portuguese an official language of Andorra?	No	easy	medium	data/set5/a1
3662	Portuguese_language	Is Portuguese an official language of Andorra?	No, Portuguese is not an official language of Andorra.	easy	easy	data/set5/a1
3663	Portuguese_language	Does the Portuguese language have its roots in the Latin language?	Yes	easy	medium	data/set5/a1
3664	Portuguese_language	Does the Portuguese language have its roots in the Latin language?	Yes, Portuguese is derived from Latin.	easy	hard	data/set5/a1
3665	Portuguese_language	Does Portuguese contain words from the Arabic language?	Yes	easy	easy	data/set5/a1
3666	Portuguese_language	Does Portuguese contain words from the Arabic language?	Yes, Portuguese contains words from the Arabic language.	easy	hard	data/set5/a1
3667	Portuguese_language	Where are there small Portuguese-speaking communities?	Former overseas colonies of Portugal such as Macau and East Timor 	medium	medium	data/set5/a1
3668	Portuguese_language	Where are there small Portuguese-speaking communities?	There are small Portuguese-speaking communities in Macau and East Timor.	medium	medium	data/set5/a1
3669	Portuguese_language	What are the two main groups of Portuguese dialects?	Those of Brazil and those of the Old World	medium	medium	data/set5/a1
3670	Portuguese_language	What are the two main groups of Portuguese dialects?	The two main groups of dialects are Brazil and the Old World.	medium	medium	data/set5/a1
3671	Portuguese_language	What event marked the end of the Old Portuguese period?	The publication of the Cancioneiro Geral by Garcia de Resende in 1516	medium	medium	data/set5/a1
3672	Portuguese_language	What event marked the end of the Old Portuguese period?	The end of the Old Portuguese period was marked by the publication of the Cancioneiro Geral by Garcia de Resende.	medium	medium	data/set5/a1
3673	Portuguese_language	Which government established Portuguese as it's third official language in order to meet the requirements to apply for full membership in the CPLP?	Equatorial Guinea	hard	medium	data/set5/a1
3674	Portuguese_language	Which government established Portuguese as it's third official language in order to meet the requirements to apply for full membership in the CPLP?	The government of Equatorial Guinea established Portuguese as its third official language in order to meet the requirements to apply for full membership in the CPLP.	hard	medium	data/set5/a1
3675	Portuguese_language	By 2050, what will the total population of Portuguese speakers in the world be?	335 million people	hard	hard	data/set5/a1
3676	Portuguese_language	By 2050, what will the total population of Portuguese speakers in the world be?	By 2050, Portuguese-speaking countries will have a total population of 335 million people.	hard	hard	data/set5/a1
3677	Portuguese_language	In which country is Portuguese the co-official language with Cantonese Chinese?	Macau	hard	medium	data/set5/a1
3678	Portuguese_language	In which country is Portuguese the co-official language with Cantonese Chinese?	Portuguese is the co-official language with Cantonese Chinese in Macau.	hard	medium	data/set5/a1
3679	Portuguese_language	Wasn't Portuguese language spread by arriving Roman soldiers?	Yes.		easy	data/set5/a1
3680	Portuguese_language	(where French has a similar phenomenon, with alveolar affricates instead of postalveolars?	Quebec.		medium	data/set5/a1
3681	Portuguese_language	Give an example of the official languages of the special administrative region of Macau and East Timor, . 	Portuguese		medium	data/set5/a1
3682	Portuguese_language	Is Portuguese an official language of several international organizations?	Yes.		easy	data/set5/a1
3683	Portuguese_language	Is it derived from the Latin spoken by the romanized pre-Roman peoples of the Iberian Peninsula (namely the Gallaeci, the Lusitanians, the Celtici and the Conii) around 2000 years ago?	yes		easy	data/set5/a1
3684	Portuguese_language	Was it used as the exclusive lingua franca on the island of Sri Lanka for almost 350 years?	yes		easy	data/set5/a1
3685	Saint_Petersburg	Is the city named after the apostle Saint Peter?	yes	easy	easy	data/set3/a10
3686	Saint_Petersburg	Is the city named after the apostle Saint Peter?	Yes.	easy	easy	data/set3/a10
3687	Saint_Petersburg	Has the terrain in the city been artificially raised?	yes	easy	easy	data/set3/a10
3688	Saint_Petersburg	Has the terrain in the city been artificially raised?	Yes.	easy	medium	data/set3/a10
3689	Saint_Petersburg	What were some other names of the city?	Petrograd, Leningrad, and Piter	medium	hard	data/set3/a10
3690	Saint_Petersburg	What were some other names of the city?	Petrograd and Leningrad.	medium	easy	data/set3/a10
3691	Saint_Petersburg	What festival features fireworks  celebrating the end of the school year?	The White Nights Festival in Saint Petersburg	medium	hard	data/set3/a10
3692	Saint_Petersburg	What festival features fireworks  celebrating the end of the school year?	The White Nights Festival.	medium	easy	data/set3/a10
3693	Saint_Petersburg	Where do most people in urban Saint Petersburg live?	apartments	medium	medium	data/set3/a10
3694	Saint_Petersburg	Where do most people in urban Saint Petersburg live?	Apartments.	medium	hard	data/set3/a10
3695	Saint_Petersburg	What was made in Russia's largest foundry?	thousands of sculptures and statues	hard	medium	data/set3/a10
3696	Saint_Petersburg	What was made in Russia's largest foundry?	Thousands of sculptures and statues.	hard	medium	data/set3/a10
3697	Saint_Petersburg	When did the crime level become higher?	After the October revolution.	hard	easy	data/set3/a10
3698	Saint_Petersburg	How to travel to work from the city to Moscow?	railway	hard	too hard	data/set3/a10
3699	Saint_Petersburg	How to travel to work from the city to Moscow?	One way is through the Moscow-Saint Petersburg Railway.	hard	hard	data/set3/a10
3700	Saint_Petersburg	Who laid down the Peter and Paul Fortress?	Peter the Great 		easy	data/set3/a10
3701	Saint_Petersburg	When was the 7th symphony premiered?	1942		medium	data/set3/a10
3702	Saint_Petersburg	Has Equestrianism been a long tradition, popular among the Tsars and aristocracy?	yes		easy	data/set3/a10
3703	Saint_Petersburg	Give an example of the largest stadiums anywhere in the world, and the home to FC Zenit St. Petersburg in 1950-1993 and 1995. 	Kirov Stadium (now demolished) was one of the largest stadiums anywhere in the world, and the home to FC Zenit St. Petersburg in 1950-1993 and 1995.		medium	data/set3/a10
3704	Saint_Petersburg	Give an example of the best known symphony orchestras in the world under the leadership of conductors Yevgeny Mravinsky and Yuri Temirkanov. 	The Leningrad Philharmonic Orchestra		medium	data/set3/a10
3705	Saint_Petersburg	Give an example of the longest, most destructive, and most lethal sieges of major cities in modern history. 	The Siege of Leningrad		medium	data/set3/a10
3706	Saint_Petersburg	Were the city's other names Petrograd (, 1914 -- 1924) and Leningrad (, 1924 -- 1991)?	yes		easy	data/set3/a10
3707	Saint_Petersburg	Is it often called just Petersburg (-RRB- and is informally known as Piter (-RRB-?	Yes		easy	data/set3/a10
3708	Saint_Petersburg	Founded by Tsar Peter I of Russia on 27 May 1703, was it the capital of the Russian Empire for more than two hundred years (1713 -- 1728, 1732 -- 1918)?	Yes.		easy	data/set3/a10
3709	San_Francisco	Is the standard of living in San Franciscio high?	Yes, San Francisco is characterized by a high standard of living.	easy	easy	data/set3/a8
3710	San_Francisco	Is the standard of living in San Franciscio high?	Yes	easy	easy	data/set3/a8
3711	San_Francisco	Does San Francisco have a high percentage of gay and lesbian individuals?	Yes, according to the 2005 American Community Survey, San Francisco has the highest percentage of gay and lesbian individuals of any of the 50 largest U.S. cities, at 15.4%.	easy	easy	data/set3/a8
3712	San_Francisco	Does San Francisco have a high percentage of gay and lesbian individuals?	Yes	easy	easy	data/set3/a8
3713	San_Francisco	Is San Franscico a popular tourist destination?	Yes. San Francisco is a popular international tourist destination.	easy	easy	data/set3/a8
